var,cat1,cat2
V3066,cat_1,cat_4
V3067,cat_1,cat_4
V3068,cat_1,cat_4
V3069,cat_1,cat_4
V3070,cat_1,cat_4
V3071,cat_1,cat_4
V3072,cat_1,cat_4
V3073,cat_1,cat_4
V3074,cat_1,cat_4
V3075,cat_1,cat_4
V3076,cat_1,cat_4
V3077,cat_1,cat_4
V3078,cat_1,cat_4
V3079,cat_1,cat_4
V3080,cat_1,cat_4
V3081,cat_1,cat_4
V3082,cat_1,cat_4
V3083,cat_1,cat_4
V3084,cat_1,cat_4
V3085,cat_1,cat_4
V3086,cat_1,cat_4
V3087,cat_1,cat_4
V3088,cat_1,cat_4
V3089,cat_1,cat_4
V3090,cat_1,cat_4
V3091,cat_1,cat_4
V3092,cat_1,cat_4
V3093,cat_1,cat_4
V3094,cat_1,cat_4
V3095,cat_1,cat_4
V3096,cat_1,cat_4
V3097,cat_1,cat_4
V3098,cat_1,cat_4
V3099,cat_1,cat_4
V3100,cat_1,cat_4
V3101,cat_1,cat_4
V3102,cat_1,cat_4
V3103,cat_1,cat_4
V3104,cat_1,cat_4
V3105,cat_1,cat_4
V3106,cat_1,cat_4
V3107,cat_1,cat_4
V3108,cat_1,cat_4
V3109,cat_1,cat_4
V3110,cat_1,cat_4
V3111,cat_1,cat_4
V3112,cat_1,cat_4
V3113,cat_1,cat_4
V3114,cat_1,cat_4
V3115,cat_1,cat_4
V3116,cat_1,cat_4
V3117,cat_1,cat_4
V3118,cat_1,cat_4
V3119,cat_1,cat_4
V3120,cat_1,cat_4
V3121,cat_1,cat_4
V3122,cat_1,cat_4
V3123,cat_1,cat_4
V3124,cat_1,cat_4
V3125,cat_1,cat_4
V3126,cat_1,cat_4
V3127,cat_1,cat_4
V3128,cat_1,cat_4
V3129,cat_1,cat_4
V3130,cat_1,cat_4
V3131,cat_1,cat_4
V3132,cat_1,cat_4
V3133,cat_1,cat_4
V3134,cat_1,cat_4
V3135,cat_1,cat_4
V3136,cat_1,cat_4
V3137,cat_1,cat_4
V3138,cat_1,cat_4
V3139,cat_1,cat_4
V3140,cat_1,cat_4
V3141,cat_1,cat_4
V3142,cat_1,cat_4
V3143,cat_1,cat_4
V3144,cat_1,cat_4
V3145,cat_1,cat_4
V3146,cat_1,cat_4
V3147,cat_1,cat_4
V3148,cat_1,cat_4
V3149,cat_1,cat_4
V3150,cat_1,cat_4
V3151,cat_1,cat_4
V3152,cat_1,cat_4
V3153,cat_1,cat_4
V3154,cat_1,cat_4
V3155,cat_1,cat_4
V3156,cat_1,cat_4
V3157,cat_1,cat_4
V3158,cat_1,cat_4
V3159,cat_1,cat_4
V3160,cat_1,cat_4
V3161,cat_1,cat_4
V3162,cat_1,cat_4
V3163,cat_1,cat_4
V3164,cat_1,cat_4
V3165,cat_1,cat_4
V3166,cat_1,cat_4
V3167,cat_1,cat_4
V3168,cat_1,cat_4
V3169,cat_1,cat_4
V3170,cat_1,cat_4
V3171,cat_1,cat_4
V3172,cat_1,cat_4
V3173,cat_1,cat_4
V3174,cat_1,cat_4
V3175,cat_1,cat_4
V3176,cat_1,cat_4
V3177,cat_1,cat_4
V3178,cat_1,cat_4
V3179,cat_1,cat_4
V3180,cat_1,cat_4
V3181,cat_1,cat_4
V3182,cat_1,cat_4
V3183,cat_1,cat_4
V3184,cat_1,cat_4
V3185,cat_1,cat_4
V3186,cat_1,cat_4
V3187,cat_1,cat_4
V3188,cat_1,cat_4
V3189,cat_1,cat_4
V3190,cat_1,cat_4
V3191,cat_1,cat_4
V3192,cat_1,cat_4
V3193,cat_1,cat_4
V3194,cat_1,cat_4
V3195,cat_1,cat_4
V3196,cat_1,cat_4
V3197,cat_1,cat_4
V3198,cat_1,cat_4
V3199,cat_1,cat_4
V3200,cat_1,cat_4
V3201,cat_1,cat_4
V3202,cat_1,cat_4
V3203,cat_1,cat_4
V3204,cat_1,cat_4
V3205,cat_1,cat_4
V3206,cat_1,cat_4
V3207,cat_1,cat_4
V3208,cat_1,cat_4
V3209,cat_1,cat_4
V3210,cat_1,cat_4
V3211,cat_1,cat_4
V3212,cat_1,cat_4
V3213,cat_1,cat_4
V3214,cat_1,cat_4
V3215,cat_1,cat_4
V3216,cat_1,cat_4
V3217,cat_1,cat_4
V3218,cat_1,cat_4
V3219,cat_1,cat_4
V3220,cat_1,cat_4
V3221,cat_1,cat_4
V3222,cat_1,cat_4
V3223,cat_1,cat_4
V3224,cat_1,cat_4
V3225,cat_1,cat_4
V3226,cat_1,cat_4
V3227,cat_1,cat_4
V3228,cat_1,cat_4
V3229,cat_1,cat_4
V3230,cat_1,cat_4
V3231,cat_1,cat_4
V3232,cat_1,cat_4
V3233,cat_1,cat_4
V3234,cat_1,cat_4
V3235,cat_1,cat_4
V3236,cat_1,cat_4
V3237,cat_1,cat_4
V3238,cat_1,cat_4
V3239,cat_1,cat_4
V3240,cat_1,cat_4
V3241,cat_1,cat_4
V3242,cat_1,cat_4
V3243,cat_1,cat_4
V3244,cat_1,cat_4
V3245,cat_1,cat_4
V3246,cat_1,cat_4
V3247,cat_1,cat_4
V3248,cat_1,cat_4
V3249,cat_1,cat_4
V3250,cat_1,cat_4
V3251,cat_1,cat_4
V3252,cat_1,cat_4
V3253,cat_1,cat_4
V3254,cat_1,cat_4
V3255,cat_1,cat_4
V3256,cat_1,cat_4
V3257,cat_1,cat_4
V3258,cat_1,cat_4
V3259,cat_1,cat_4
V3260,cat_1,cat_4
V3261,cat_1,cat_4
V3262,cat_1,cat_4
V3263,cat_1,cat_4
V3264,cat_1,cat_4
V3265,cat_1,cat_4
V3266,cat_1,cat_4
V3267,cat_1,cat_4
V3268,cat_1,cat_4
V3269,cat_1,cat_4
V3270,cat_1,cat_4
V3271,cat_1,cat_4
V3272,cat_1,cat_4
V3273,cat_1,cat_4
V3274,cat_1,cat_4
V3275,cat_1,cat_4
V3276,cat_1,cat_4
V3277,cat_1,cat_4
V3278,cat_1,cat_4
V3279,cat_1,cat_4
V3280,cat_1,cat_4
V3281,cat_1,cat_4
V3282,cat_1,cat_4
V3283,cat_1,cat_4
V3284,cat_1,cat_4
V3285,cat_1,cat_4
V3286,cat_1,cat_4
V3287,cat_1,cat_4
V3288,cat_1,cat_4
V3289,cat_1,cat_4
V3290,cat_1,cat_4
V3291,cat_1,cat_4
V3292,cat_1,cat_4
V3293,cat_1,cat_4
V3294,cat_1,cat_4
V3295,cat_1,cat_4
V3296,cat_1,cat_4
V3297,cat_1,cat_4
V3298,cat_1,cat_4
V3299,cat_1,cat_4
V3300,cat_1,cat_4
V3301,cat_1,cat_4
V3302,cat_1,cat_4
V3303,cat_1,cat_4
V3304,cat_1,cat_4
V3305,cat_1,cat_4
V3306,cat_1,cat_4
V3307,cat_1,cat_4
V3308,cat_1,cat_4
V3309,cat_1,cat_4
V3310,cat_1,cat_4
V3311,cat_1,cat_4
V3312,cat_1,cat_4
V3313,cat_1,cat_4
V3314,cat_1,cat_4
V3315,cat_1,cat_4
V3316,cat_1,cat_4
V3317,cat_1,cat_4
V3318,cat_1,cat_4
V3319,cat_1,cat_4
V3320,cat_1,cat_4
V3321,cat_1,cat_4
V3322,cat_1,cat_4
V3323,cat_1,cat_4
V3324,cat_1,cat_4
V3325,cat_1,cat_4
V3326,cat_1,cat_4
V3327,cat_1,cat_4
V3328,cat_1,cat_4
V3329,cat_1,cat_4
V3330,cat_1,cat_4
V3331,cat_1,cat_4
V3332,cat_1,cat_4
V3333,cat_1,cat_4
V3334,cat_1,cat_4
V3335,cat_1,cat_4
V3336,cat_1,cat_4
V3337,cat_1,cat_4
V3338,cat_1,cat_4
V3339,cat_1,cat_4
V3340,cat_1,cat_4
V3341,cat_1,cat_4
V3342,cat_1,cat_4
V3343,cat_1,cat_4
V3344,cat_1,cat_4
V3345,cat_1,cat_4
V3346,cat_1,cat_4
V3347,cat_1,cat_4
V3348,cat_1,cat_4
V3349,cat_1,cat_4
V3350,cat_1,cat_4
V3351,cat_1,cat_4
V3352,cat_1,cat_4
V3353,cat_1,cat_4
V3354,cat_1,cat_4
V3355,cat_1,cat_4
V3356,cat_1,cat_4
V3357,cat_1,cat_4
V3358,cat_1,cat_4
V3359,cat_1,cat_4
V3360,cat_1,cat_4
V3361,cat_1,cat_4
V3362,cat_1,cat_4
V3363,cat_1,cat_4
V3364,cat_1,cat_4
V3365,cat_1,cat_4
V3366,cat_1,cat_4
V3367,cat_1,cat_4
V3368,cat_1,cat_4
V3369,cat_1,cat_4
V3370,cat_1,cat_4
V3371,cat_1,cat_4
V3372,cat_1,cat_4
V3373,cat_1,cat_4
V3374,cat_1,cat_4
V3375,cat_1,cat_4
V3376,cat_1,cat_4
V3377,cat_1,cat_4
V3378,cat_1,cat_4
V3379,cat_1,cat_4
V3380,cat_1,cat_4
V3381,cat_1,cat_4
V3382,cat_1,cat_4
V3383,cat_1,cat_4
V3384,cat_1,cat_4
V3385,cat_1,cat_4
V3386,cat_1,cat_4
V3387,cat_1,cat_4
V3388,cat_1,cat_4
V3389,cat_1,cat_4
V3390,cat_1,cat_4
V3391,cat_1,cat_4
V3392,cat_1,cat_4
V3393,cat_1,cat_4
V3394,cat_1,cat_4
V3395,cat_1,cat_4
V3396,cat_1,cat_4
V3397,cat_1,cat_4
V3398,cat_1,cat_4
V3399,cat_1,cat_4
V3400,cat_1,cat_4
V3401,cat_1,cat_4
V3402,cat_1,cat_4
V3403,cat_1,cat_4
V3404,cat_1,cat_4
V3405,cat_1,cat_4
V3406,cat_1,cat_4
V3407,cat_1,cat_4
V3408,cat_1,cat_4
V3409,cat_1,cat_4
V3410,cat_1,cat_4
V3411,cat_1,cat_4
V3412,cat_1,cat_4
V3413,cat_1,cat_4
V3414,cat_1,cat_4
V3415,cat_1,cat_4
V3416,cat_1,cat_4
V3417,cat_1,cat_4
V3418,cat_1,cat_4
V3419,cat_1,cat_4
V3420,cat_1,cat_4
V3421,cat_1,cat_4
V3422,cat_1,cat_4
V3423,cat_1,cat_4
V3424,cat_1,cat_4
V3425,cat_1,cat_4
V3426,cat_1,cat_4
V3427,cat_1,cat_4
V3428,cat_1,cat_4
V3429,cat_1,cat_4
V3430,cat_1,cat_4
V3431,cat_1,cat_4
V3432,cat_1,cat_4
V3433,cat_1,cat_4
V3434,cat_1,cat_4
V3435,cat_1,cat_4
V3436,cat_1,cat_4
V3437,cat_1,cat_4
V3438,cat_1,cat_4
V3439,cat_1,cat_4
V3440,cat_1,cat_4
V3441,cat_1,cat_4
V3442,cat_1,cat_4
V3443,cat_1,cat_4
V3444,cat_1,cat_4
V3445,cat_1,cat_4
V3446,cat_1,cat_4
V3447,cat_1,cat_4
V3448,cat_1,cat_4
V3449,cat_1,cat_4
V3450,cat_1,cat_4
V3451,cat_1,cat_4
V3452,cat_1,cat_4
V3453,cat_1,cat_4
V3454,cat_1,cat_4
V3455,cat_1,cat_4
V3456,cat_1,cat_4
V3457,cat_1,cat_4
V3458,cat_1,cat_4
V3459,cat_1,cat_4
V3460,cat_1,cat_4
V3461,cat_1,cat_4
V3462,cat_1,cat_4
V3463,cat_1,cat_4
V3464,cat_1,cat_4
V3465,cat_1,cat_4
V3466,cat_1,cat_4
V3467,cat_1,cat_4
V3468,cat_1,cat_4
V3469,cat_1,cat_4
V3470,cat_1,cat_4
V3471,cat_1,cat_4
V3472,cat_1,cat_4
V3473,cat_1,cat_4
V3474,cat_1,cat_4
V3475,cat_1,cat_4
V3476,cat_1,cat_4
V3477,cat_1,cat_4
V3478,cat_1,cat_4
V3479,cat_1,cat_4
V3480,cat_1,cat_4
V3481,cat_1,cat_4
V3482,cat_1,cat_4
V3483,cat_1,cat_4
V3484,cat_1,cat_4
V3485,cat_1,cat_4
V3486,cat_1,cat_4
V3487,cat_1,cat_4
V3488,cat_1,cat_4
V3489,cat_1,cat_4
V3490,cat_1,cat_4
V3491,cat_1,cat_4
V3492,cat_1,cat_4
V3493,cat_1,cat_4
V3494,cat_1,cat_4
V3495,cat_1,cat_4
V3496,cat_1,cat_4
V3497,cat_1,cat_4
V3498,cat_1,cat_4
V3499,cat_1,cat_4
V3500,cat_1,cat_4
V3501,cat_1,cat_4
V3502,cat_1,cat_4
V3503,cat_1,cat_4
V3504,cat_1,cat_4
V3505,cat_1,cat_4
V3506,cat_1,cat_4
V3507,cat_1,cat_4
V3508,cat_1,cat_4
V3509,cat_1,cat_4
V3510,cat_1,cat_4
V3511,cat_1,cat_4
V3512,cat_1,cat_4
V3513,cat_1,cat_4
V3514,cat_1,cat_4
V3515,cat_1,cat_4
V3516,cat_1,cat_4
V3517,cat_1,cat_4
V3518,cat_1,cat_4
V3519,cat_1,cat_4
V3520,cat_1,cat_4
V3521,cat_1,cat_4
V3522,cat_1,cat_4
V3523,cat_1,cat_4
V3524,cat_1,cat_4
V3525,cat_1,cat_4
V3526,cat_1,cat_4
V3527,cat_1,cat_4
V3528,cat_1,cat_4
V3529,cat_1,cat_4
V3530,cat_1,cat_4
V3531,cat_1,cat_4
V3532,cat_1,cat_4
V3533,cat_1,cat_4
V3534,cat_1,cat_4
V3535,cat_1,cat_4
V3536,cat_1,cat_4
V3537,cat_1,cat_4
V3538,cat_1,cat_4
V3539,cat_1,cat_4
V3540,cat_1,cat_4
V3541,cat_1,cat_4
V3542,cat_1,cat_4
V3543,cat_1,cat_4
V3544,cat_1,cat_4
V3545,cat_1,cat_4
V3546,cat_1,cat_4
V3547,cat_1,cat_4
V3548,cat_1,cat_4
V3549,cat_1,cat_4
V3550,cat_1,cat_4
V3551,cat_1,cat_4
V3552,cat_1,cat_4
V3553,cat_1,cat_4
V3554,cat_1,cat_4
V3555,cat_1,cat_4
V3556,cat_1,cat_4
V3557,cat_1,cat_4
V3558,cat_1,cat_4
V3559,cat_1,cat_4
V3560,cat_1,cat_4
V3561,cat_1,cat_4
V3562,cat_1,cat_4
V3563,cat_1,cat_4
V3564,cat_1,cat_4
V3565,cat_2,cat_4
V3566,cat_2,cat_4
V3567,cat_2,cat_4
V3568,cat_2,cat_4
V3569,cat_2,cat_4
V3570,cat_2,cat_4
V3571,cat_2,cat_4
V3572,cat_2,cat_4
V3573,cat_2,cat_4
V3574,cat_2,cat_4
V3575,cat_2,cat_4
V3576,cat_2,cat_4
V3577,cat_2,cat_4
V3578,cat_2,cat_4
V3579,cat_2,cat_4
V3580,cat_2,cat_4
V3581,cat_2,cat_4
V3582,cat_2,cat_4
V3583,cat_2,cat_4
V3584,cat_2,cat_4
V3585,cat_2,cat_4
V3586,cat_2,cat_4
V3587,cat_2,cat_4
V3588,cat_2,cat_4
V3589,cat_2,cat_4
V3590,cat_2,cat_4
V3591,cat_2,cat_4
V3592,cat_2,cat_4
V3593,cat_2,cat_4
V3594,cat_2,cat_4
V3595,cat_2,cat_4
V3596,cat_2,cat_4
V3597,cat_2,cat_4
V3598,cat_2,cat_4
V3599,cat_2,cat_4
V3600,cat_2,cat_4
V3601,cat_2,cat_4
V3602,cat_2,cat_4
V3603,cat_2,cat_4
V3604,cat_2,cat_4
V3605,cat_2,cat_4
V3606,cat_2,cat_4
V3607,cat_2,cat_4
V3608,cat_2,cat_4
V3609,cat_2,cat_4
V3610,cat_2,cat_4
V3611,cat_2,cat_4
V3612,cat_2,cat_4
V3613,cat_2,cat_4
V3614,cat_2,cat_4
V3615,cat_2,cat_4
V3616,cat_2,cat_4
V3617,cat_2,cat_4
V3618,cat_2,cat_4
V3619,cat_2,cat_4
V3620,cat_2,cat_4
V3621,cat_2,cat_4
V3622,cat_2,cat_4
V3623,cat_2,cat_4
V3624,cat_2,cat_4
V3625,cat_2,cat_4
V3626,cat_2,cat_4
V3627,cat_2,cat_4
V3628,cat_2,cat_4
V3629,cat_2,cat_4
V3630,cat_2,cat_4
V3631,cat_2,cat_4
V3632,cat_2,cat_4
V3633,cat_2,cat_4
V3634,cat_2,cat_4
V3635,cat_2,cat_4
V3636,cat_2,cat_4
V3637,cat_2,cat_4
V3638,cat_2,cat_4
V3639,cat_2,cat_4
V3640,cat_2,cat_4
V3641,cat_2,cat_4
V3642,cat_2,cat_4
V3643,cat_2,cat_4
V3644,cat_2,cat_4
V3645,cat_2,cat_4
V3646,cat_2,cat_4
V3647,cat_2,cat_4
V3648,cat_2,cat_4
V3649,cat_2,cat_4
V3650,cat_2,cat_4
V3651,cat_2,cat_4
V3652,cat_2,cat_4
V3653,cat_2,cat_4
V3654,cat_2,cat_4
V3655,cat_2,cat_4
V3656,cat_2,cat_4
V3657,cat_2,cat_4
V3658,cat_2,cat_4
V3659,cat_2,cat_4
V3660,cat_2,cat_4
V3661,cat_2,cat_4
V3662,cat_2,cat_4
V3663,cat_2,cat_4
V3664,cat_2,cat_4
V3665,cat_2,cat_4
V3666,cat_2,cat_4
V3667,cat_2,cat_4
V3668,cat_2,cat_4
V3669,cat_2,cat_4
V3670,cat_2,cat_4
V3671,cat_2,cat_4
V3672,cat_2,cat_4
V3673,cat_2,cat_4
V3674,cat_2,cat_4
V3675,cat_2,cat_4
V3676,cat_2,cat_4
V3677,cat_2,cat_4
V3678,cat_2,cat_4
V3679,cat_2,cat_4
V3680,cat_2,cat_4
V3681,cat_2,cat_4
V3682,cat_2,cat_4
V3683,cat_2,cat_4
V3684,cat_2,cat_4
V3685,cat_2,cat_4
V3686,cat_2,cat_4
V3687,cat_2,cat_4
V3688,cat_2,cat_4
V3689,cat_2,cat_4
V3690,cat_2,cat_4
V3691,cat_2,cat_4
V3692,cat_2,cat_4
V3693,cat_2,cat_4
V3694,cat_2,cat_4
V3695,cat_2,cat_4
V3696,cat_2,cat_4
V3697,cat_2,cat_4
V3698,cat_2,cat_4
V3699,cat_2,cat_4
V3700,cat_2,cat_4
V3701,cat_2,cat_4
V3702,cat_2,cat_4
V3703,cat_2,cat_4
V3704,cat_2,cat_4
V3705,cat_2,cat_4
V3706,cat_2,cat_4
V3707,cat_2,cat_4
V3708,cat_2,cat_4
V3709,cat_2,cat_4
V3710,cat_2,cat_4
V3711,cat_2,cat_4
V3712,cat_2,cat_4
V3713,cat_2,cat_4
V3714,cat_2,cat_4
V3715,cat_2,cat_4
V3716,cat_2,cat_4
V3717,cat_2,cat_4
V3718,cat_2,cat_4
V3719,cat_2,cat_4
V3720,cat_2,cat_4
V3721,cat_2,cat_4
V3722,cat_2,cat_4
V3723,cat_2,cat_4
V3724,cat_2,cat_4
V3725,cat_2,cat_4
V3726,cat_2,cat_4
V3727,cat_2,cat_4
V3728,cat_2,cat_4
V3729,cat_2,cat_4
V3730,cat_2,cat_4
V3731,cat_2,cat_4
V3732,cat_2,cat_4
V3733,cat_2,cat_4
V3734,cat_2,cat_4
V3735,cat_2,cat_4
V3736,cat_2,cat_4
V3737,cat_2,cat_4
V3738,cat_2,cat_4
V3739,cat_2,cat_4
V3740,cat_2,cat_4
V3741,cat_2,cat_4
V3742,cat_2,cat_4
V3743,cat_2,cat_4
V3744,cat_2,cat_4
V3745,cat_2,cat_4
V3746,cat_2,cat_4
V3747,cat_2,cat_4
V3748,cat_2,cat_4
V3749,cat_2,cat_4
V3750,cat_2,cat_4
V3751,cat_2,cat_4
V3752,cat_2,cat_4
V3753,cat_2,cat_4
V3754,cat_2,cat_4
V3755,cat_2,cat_4
V3756,cat_2,cat_4
V3757,cat_2,cat_4
V3758,cat_2,cat_4
V3759,cat_2,cat_4
V3760,cat_2,cat_4
V3761,cat_2,cat_4
V3762,cat_2,cat_4
V3763,cat_2,cat_4
V3764,cat_2,cat_4
V3765,cat_2,cat_4
V3766,cat_2,cat_4
V3767,cat_2,cat_4
V3768,cat_2,cat_4
V3769,cat_2,cat_4
V3770,cat_2,cat_4
V3771,cat_2,cat_4
V3772,cat_2,cat_4
V3773,cat_2,cat_4
V3774,cat_2,cat_4
V3775,cat_2,cat_4
V3776,cat_2,cat_4
V3777,cat_2,cat_4
V3778,cat_2,cat_4
V3779,cat_2,cat_4
V3780,cat_2,cat_4
V3781,cat_2,cat_4
V3782,cat_2,cat_4
V3783,cat_2,cat_4
V3784,cat_2,cat_4
V3785,cat_2,cat_4
V3786,cat_2,cat_4
V3787,cat_2,cat_4
V3788,cat_2,cat_4
V3789,cat_2,cat_4
V3790,cat_2,cat_4
V3791,cat_2,cat_4
V3792,cat_2,cat_4
V3793,cat_2,cat_4
V3794,cat_2,cat_4
V3795,cat_2,cat_4
V3796,cat_2,cat_4
V3797,cat_2,cat_4
V3798,cat_2,cat_4
V3799,cat_2,cat_4
V3800,cat_2,cat_4
V3801,cat_2,cat_4
V3802,cat_2,cat_4
V3803,cat_2,cat_4
V3804,cat_2,cat_4
V3805,cat_2,cat_4
V3806,cat_2,cat_4
V3807,cat_2,cat_4
V3808,cat_2,cat_4
V3809,cat_2,cat_4
V3810,cat_2,cat_4
V3811,cat_2,cat_4
V3812,cat_2,cat_4
V3813,cat_2,cat_4
V3814,cat_2,cat_4
V3815,cat_2,cat_4
V3816,cat_2,cat_4
V3817,cat_2,cat_4
V3818,cat_2,cat_4
V3819,cat_2,cat_4
V3820,cat_2,cat_4
V3821,cat_2,cat_4
V3822,cat_2,cat_4
V3823,cat_2,cat_4
V3824,cat_2,cat_4
V3825,cat_2,cat_4
V3826,cat_2,cat_4
V3827,cat_2,cat_4
V3828,cat_2,cat_4
V3829,cat_2,cat_4
V3830,cat_2,cat_4
V3831,cat_2,cat_4
V3832,cat_2,cat_4
V3833,cat_2,cat_4
V3834,cat_2,cat_4
V3835,cat_2,cat_4
V3836,cat_2,cat_4
V3837,cat_2,cat_4
V3838,cat_2,cat_4
V3839,cat_2,cat_4
V3840,cat_2,cat_4
V3841,cat_2,cat_4
V3842,cat_2,cat_4
V3843,cat_2,cat_4
V3844,cat_2,cat_4
V3845,cat_2,cat_4
V3846,cat_2,cat_4
V3847,cat_2,cat_4
V3848,cat_2,cat_4
V3849,cat_2,cat_4
V3850,cat_2,cat_4
V3851,cat_2,cat_4
V3852,cat_2,cat_4
V3853,cat_2,cat_4
V3854,cat_2,cat_4
V3855,cat_2,cat_4
V3856,cat_2,cat_4
V3857,cat_2,cat_4
V3858,cat_2,cat_4
V3859,cat_2,cat_4
V3860,cat_2,cat_4
V3861,cat_2,cat_4
V3862,cat_2,cat_4
V3863,cat_2,cat_4
V3864,cat_2,cat_4
V3865,cat_2,cat_4
V3866,cat_2,cat_4
V3867,cat_2,cat_4
V3868,cat_2,cat_4
V3869,cat_2,cat_4
V3870,cat_2,cat_4
V3871,cat_2,cat_4
V3872,cat_2,cat_4
V3873,cat_2,cat_4
V3874,cat_2,cat_4
V3875,cat_2,cat_4
V3876,cat_2,cat_4
V3877,cat_2,cat_4
V3878,cat_2,cat_4
V3879,cat_2,cat_4
V3880,cat_2,cat_4
V3881,cat_2,cat_4
V3882,cat_2,cat_4
V3883,cat_2,cat_4
V3884,cat_2,cat_4
V3885,cat_2,cat_4
V3886,cat_2,cat_4
V3887,cat_2,cat_4
V3888,cat_2,cat_4
V3889,cat_2,cat_4
V3890,cat_2,cat_4
V3891,cat_2,cat_4
V3892,cat_2,cat_4
V3893,cat_2,cat_4
V3894,cat_2,cat_4
V3895,cat_2,cat_4
V3896,cat_2,cat_4
V3897,cat_2,cat_4
V3898,cat_2,cat_4
V3899,cat_2,cat_4
V3900,cat_2,cat_4
V3901,cat_2,cat_4
V3902,cat_2,cat_4
V3903,cat_2,cat_4
V3904,cat_2,cat_4
V3905,cat_2,cat_4
V3906,cat_2,cat_4
V3907,cat_2,cat_4
V3908,cat_2,cat_4
V3909,cat_2,cat_4
V3910,cat_2,cat_4
V3911,cat_2,cat_4
V3912,cat_2,cat_4
V3913,cat_2,cat_4
V3914,cat_2,cat_4
V3915,cat_2,cat_4
V3916,cat_2,cat_4
V3917,cat_2,cat_4
V3918,cat_2,cat_4
V3919,cat_2,cat_4
V3920,cat_2,cat_4
V3921,cat_2,cat_4
V3922,cat_2,cat_4
V3923,cat_2,cat_4
V3924,cat_2,cat_4
V3925,cat_2,cat_4
V3926,cat_2,cat_4
V3927,cat_2,cat_4
V3928,cat_2,cat_4
V3929,cat_2,cat_4
V3930,cat_2,cat_4
V3931,cat_2,cat_4
V3932,cat_2,cat_4
V3933,cat_2,cat_4
V3934,cat_2,cat_4
V3935,cat_2,cat_4
V3936,cat_2,cat_4
V3937,cat_2,cat_4
V3938,cat_2,cat_4
V3939,cat_2,cat_4
V3940,cat_2,cat_4
V3941,cat_2,cat_4
V3942,cat_2,cat_4
V3943,cat_2,cat_4
V3944,cat_2,cat_4
V3945,cat_2,cat_4
V3946,cat_2,cat_4
V3947,cat_2,cat_4
V3948,cat_2,cat_4
V3949,cat_2,cat_4
V3950,cat_2,cat_4
V3951,cat_2,cat_4
V3952,cat_2,cat_4
V3953,cat_2,cat_4
V3954,cat_2,cat_4
V3955,cat_2,cat_4
V3956,cat_2,cat_4
V3957,cat_2,cat_4
V3958,cat_2,cat_4
V3959,cat_2,cat_4
V3960,cat_2,cat_4
V3961,cat_2,cat_4
V3962,cat_2,cat_4
V3963,cat_2,cat_4
V3964,cat_2,cat_4
V3965,cat_2,cat_4
V3966,cat_2,cat_4
V3967,cat_2,cat_4
V3968,cat_2,cat_4
V3969,cat_2,cat_4
V3970,cat_2,cat_4
V3971,cat_2,cat_4
V3972,cat_2,cat_4
V3973,cat_2,cat_4
V3974,cat_2,cat_4
V3975,cat_2,cat_4
V3976,cat_2,cat_4
V3977,cat_2,cat_4
V3978,cat_2,cat_4
V3979,cat_2,cat_4
V3980,cat_2,cat_4
V3981,cat_2,cat_4
V3982,cat_2,cat_4
V3983,cat_2,cat_4
V3984,cat_2,cat_4
V3985,cat_2,cat_4
V3986,cat_2,cat_4
V3987,cat_2,cat_4
V3988,cat_2,cat_4
V3989,cat_2,cat_4
V3990,cat_2,cat_4
V3991,cat_2,cat_4
V3992,cat_2,cat_4
V3993,cat_2,cat_4
V3994,cat_2,cat_4
V3995,cat_2,cat_4
V3996,cat_2,cat_4
V3997,cat_2,cat_4
V3998,cat_2,cat_4
V3999,cat_2,cat_4
V4000,cat_2,cat_4
V4001,cat_2,cat_4
V4002,cat_2,cat_4
V4003,cat_2,cat_4
V4004,cat_2,cat_4
V4005,cat_2,cat_4
V4006,cat_2,cat_4
V4007,cat_2,cat_4
V4008,cat_2,cat_4
V4009,cat_2,cat_4
V4010,cat_2,cat_4
V4011,cat_2,cat_4
V4012,cat_2,cat_4
V4013,cat_2,cat_4
V4014,cat_2,cat_4
V4015,cat_2,cat_4
V4016,cat_2,cat_4
V4017,cat_2,cat_4
V4018,cat_2,cat_4
V4019,cat_2,cat_4
V4020,cat_2,cat_4
V4021,cat_2,cat_4
V4022,cat_2,cat_4
V4023,cat_2,cat_4
V4024,cat_2,cat_4
V4025,cat_2,cat_4
V4026,cat_2,cat_4
V4027,cat_2,cat_4
V4028,cat_2,cat_4
V4029,cat_2,cat_4
V4030,cat_2,cat_4
V4031,cat_2,cat_4
V4032,cat_2,cat_4
V4033,cat_2,cat_4
V4034,cat_2,cat_4
V4035,cat_2,cat_4
V4036,cat_2,cat_4
V4037,cat_2,cat_4
V4038,cat_2,cat_4
V4039,cat_2,cat_4
V4040,cat_2,cat_4
V4041,cat_2,cat_4
V4042,cat_2,cat_4
V4043,cat_2,cat_4
V4044,cat_2,cat_4
V4045,cat_2,cat_4
V4046,cat_2,cat_4
V4047,cat_2,cat_4
V4048,cat_2,cat_4
V4049,cat_2,cat_4
V4050,cat_2,cat_4
V4051,cat_2,cat_4
V4052,cat_2,cat_4
V4053,cat_2,cat_4
V4054,cat_2,cat_4
V4055,cat_2,cat_4
V4056,cat_2,cat_4
V4057,cat_2,cat_4
V4058,cat_2,cat_4
V4059,cat_2,cat_4
V4060,cat_2,cat_4
V4061,cat_2,cat_4
V4062,cat_2,cat_4
V4063,cat_2,cat_4
V4064,cat_2,cat_4
